fb_RwalMSc8	You're trapped without even knowing it: Google's massive counterattack | Show Me the Yeonsur	구글
xGIPAhDXYtI	There are stocks that stand to benefit directly from the NVIDIA ecosystem [Z1 News]	엔비디아
r58yKLu4e10	Shocking! Google's 200 Trillion Won Investment Plan: A New World for AI [Together]	구글
PBH0rkYT4bw	Palantir's collapse despite record earnings: Are software companies headed for a downfall? [Z1 News]	팔란티어
HYv3lidgwew	[Breaking News] Palantir's stock price plummeted despite these earnings??? I couldn't sleep and w...	팔란티어
M5AM7fqcQgM	The ultimate AI winner is bound to be Google | Show Me the Yeonsur	구글
CxoGPE19MTY	How far will Hynix's meteoric rise, surpassing even Samsung Electronics and TSMC in operating pro...	TSMC
wf7MJrKGQIc	The End of Tesla's Monopoly? The Prelude to Nvidia's Counterattack | Show Me the Yeonsur	테슬라
PVER-RRv86o	The Beginning of a Turnaround for Hyundai, Said to Be Over... The Shocking Reason NVIDIA Is Pushi...	엔비디아
F9psUuxdIrk	The AI ​​war continues in the new year! NVIDIA's $28 trillion bet | Show Me the Yeonsur	엔비디아
pA4wxnzy4lI	We asked Tesla employees directly why they are shunning FSD. Former Tesla engineer Maeng Seong-jun	테슬라
c_w0qjj830U	The Oracle-Broadcom Shock: It Wasn't AI That Was Broken, It Was This That Was the Problem ⎮ Month...	브로드컴
Iv6bnsubPBA	"US Soldiers' Hearts Stopped"... Trump's Emergency Call to Palantir Reveals the Real Crisis Hidde...	팔란티어
j0Civ2n9DTA	Tesla Rekindles the "21st Century American Dream" [Sparkling Investment Club]	테슬라
Lw4cr7X6a_A	"AI Wars? You guys should handle that amongst yourselves." The shocking reason Apple is just watc...	애플
7_Y-3PT1NVg	What I wanted to tell my daughter after riding the Tesla FSD for the first time	테슬라
qA24EGvIGAM	"지우개로~ 기억을 지울 수만 있다면~"ㅣ이효석아카데미 오리지날 박성진 대표 [버핏 2부]	버핏
ZcsZNz7Aa3c	Google's Alphabet is soaring! Should you buy now? Here's my thoughts | Week 4 of November, Z1 News	구글
eB7WII1-hM8	Tesla's FSD will change the world faster than electric vehicles | Dr. Kang Jeong-su, Blue Dot AI ...	테슬라
yRvwSM53_pE	Warren Buffett's Last Bet: Google! | Weekend Briefing	구글
MvoxNnRNEyU	What Tesla Doesn't Have but Waymo Has | Jung Joo-yong, CEO of Gravity Ventures [Part 1]	테슬라
_HmNPUPiFjw	Elon Musk vs. Sam Altman: Who Will Become the AI ​​King? | Former Tesla Engineer Maeng Seong-jun	테슬라
nAYpInLkvng	Samsung's Real Secret Weapon to Take Down TSMC - Monthly Asin, November 3rd Issue [IT God CEO Lee...	TSMC
gsFKoy3Cacc	1조 달러 받게 된 일론 머스크 바로 옆에서 보면 이렇습니다ㅣ맹성준 전 테슬라 엔지니어 [풀영상]	테슬라
WdKZvVrHGJc	Tesla and Elon Musk's $1 Trillion Compensation Plan! Why Elon Musk Must Accept It | Z1 News, Week...	테슬라
Cc6WfQnRSB4	[Breaking News] "This Time It's an AI Bubble": Betting Fully on Palantir Stock Price Decline	팔란티어
nU0Wf_ylXmE	[Breaking News] Berkshire's record-breaking cash holdings fuel the growing AI bubble debate.	버핏
vpZVprALMj4	Silicon Valley's Biggest Issues, Little Known in Korea | Former Tesla Engineer Maeng Seong-jun [P...	테슬라
E0GrkSQ9DrM	팔란티어를 넘어서는 AI기업은 나올 수가 없어요ㅣ변우철 KT 본부장 [풀영상]	팔란티어
_g7RqdBZo-g	"The Age of Electric Vehicles Has Arrived" Is Thoroughly False | Former Tesla Engineer Maeng Seon...	테슬라
wtljK6dILCM	Why I Trembled Working for Musk | Former Tesla Engineer Maeng Seong-jun [Part 1]	테슬라
g6iOm6Ls29c	Alex Karp lands in Seongsu-dong! Why did B2B company Palantir open a pop-up store? | Z1 News, Wee...	팔란티어
_d-TdZQQsGo	OpenAI Chooses AMD Over Nvidia, Bringing a New Wind to the GPU Market - Monthly Asin, October 2nd...	AMD
MHlSNaE9X5M	AMD Stock Soars 23% After Chip Deal with OpenAI	AMD
miXZUQOau6w	아직도 비트코인 투자를 망설이는 분들을 위한 영상 [비트코인 전문가 인터뷰 몰아보기]	비트코인
UN4BGxMrOdc	The One Company Threatening NVIDIA: Here's Shin Hyung-kwan, CEO of China Capital Research Institu...	엔비디아
HV8sG-r-Jmw	[Breaking News] NVIDIA's Slope: Let's Try Jensen Huang's Bing	엔비디아
oFipV8iM9gQ	Why Palantir is the "Levi's" of the AI ​​Era | Byun Woo-cheol, Head of KT Headquarters [Part 4]	팔란티어
FETTD-DnzYk	Palantir Ontology: No More Explanation | Woo-cheol Byun, Head of KT Headquarters [Part 3]	팔란티어
T0p6xl9Uj_Q	Why Domestic Companies Don't Use Palantir, Which Saves Billions | KT Headquarters Director Byun W...	팔란티어
_CQfTYSXHzc	The Story of Korea's First Domestic Palantir Launch: KT Head of Headquarters Byun Woo-cheol [Part 1]	팔란티어
b3UEg8RT_FQ	Tesla's meteoric rise: The real game starts now | Week 3 of September	테슬라
hSSehJ53wdQ	Tesla 3.0	테슬라
N5dpUwbTJDc	Musk's Return: Will Tesla's Real Rise Begin? (feat. September Investment Strategy)	테슬라
YPJ0S9mxeX8	1조 달러 보상받는 머스크, 제가 테슬라 들고있는 이유ㅣ9월 2주 주간뉴스	테슬라
BrE_mAVUucs	Google? Apple? Hmm... I like this guy...ㅣSeptember 1st Weekly Overseas News	구글,애플
ubJFPw0mudw	Tesla 2	테슬라
3eHLRnTVAIk	이더리움에 대해 한말씀 올리겠습니다ㅣ모라구효	이더리움
4xucQPtBR7U	NVIDIA: Why the Future is More Expected | August 4th Weekly News	엔비디아
s5Yrs7oLN3s	Palantir's -10% plunge: Is it a Black Friday or a downfall? | Week 3 of August: Overseas News	팔란티어
5QTBiPX5ECM	[Breaking News] Palantir's Stock Price Plummeted Last Night: Here's What I Think	팔란티어
0Yx_FX1wJBs	팔란티어 적정주가를 생각하는 방법ㅣ정주용 그래비티벤처스 CIO [풀영상]	팔란티어
L6388TBfHKU	From Tesla to Apple? Samsung Electronics is getting a lot of love! Should I buy now? | Week 1 of ...	애플,테슬라
CiTqF4DCOpk	Why Palantir is Unrivaled | Jung Joo-yong, CIO, Gravity Ventures [Part 1]	팔란티어
SKAkotsoMvs	[Breaking News] Palantir's Breaking Performance: A Word from CEO Alex Karp	팔란티어
EEWgoveGoNc	Tesla and Elon Musk: Putting Samsung to the Test | Dr. Ji-Hoon Jeong, General Partner, ASIA2G Cap...	테슬라
Me-o-i7j9r0	Tesla	테슬라
_Cspnk1NRAU	Tesla: A Light for Samsung Electronics and LG Energy Solution | Week 5 of July: Overseas News	테슬라
-3soPkxRog8	Why Tesla Ditched TSMC and Joined Forces with Samsung Electronics | Jihoon Jeong, General Partner...	TSMC,테슬라
DiDZ2DSil3M	Should I continue to trust Tesla? Think of it this way.	테슬라
7H1VUXOPbFA	How to Create a K-Palantir: This Is All You Need to Know ⎮ Jeong Seon-yeong, Deputy Director of t...	팔란티어
VlsHrXt5Tyo	If Apple goes down, it's because of this company | Shin Hyung-kwan, head of China Capital Market ...	애플
6pRtfGjdwQM	[Breaking News] Tesla stock plummets after Musk announces creation of American Party?	테슬라
wxX_eV4aJIY	[Breaking News] NVIDIA Reclaims Market Cap No. 1! Leading Stocks: AI+Crypto	엔비디아
MBDQXXT3iuY	드디어 움직인다! 테슬라 로보택시!ㅣ강정수 박사 [풀영상]	테슬라
JxtKYw_5xpA	팔란티어 주가, 지금이 딱 매력적인 이유ㅣ배경율 교수 [풀영상]	팔란티어
90RvoCWxJBU	[속보효] 이란, 호르무츠 해협 봉쇄? 팩트체크, 비트코인 급락중	비트코인
V_WQDUD1rzI	[속보효] 중국의 디플레가 비트코인을 성장시킨다	비트코인
yjorv5x-nL0	[속보효] 트럼프·머스크 결별 선언? 테슬라 '초급락'	테슬라
bF_SQGKxd8Y	[Breaking News] NVIDIA's Earnings Announcement: AI is Back!	엔비디아
ZRqiYzWcqAc	[월간아신 5월] 삼성전자 HBM4로 역전 퀀텀점프? [3부]	삼성전자
m3W-9zcPuW8	[Just Hyo] I can't say for sure that no one would describe Palantir like this.	팔란티어
9uQGRhN5zDc	[먼슬리구루] 버핏이 떠난 후 버크셔는 이렇게 바뀝니다 [5월 1부-워렌 버핏]	버핏
RHNf6N6Z7UQ	[속보효] 비트코인 All Time High! 향후 전망은?	비트코인
4gWPcjKvPc0	영업이익 870% 폭등해버린 셀트리온 회계 장부를 까보니까 이런게 있네요ㅣ김수헌 MTN 기업경제센터 센터장	셀트리온
X1RuyiJIcN4	[그냥효] 엔비디아 비트코인 매입 루머, 왜 이런 소문이 났을까?	비트코인,엔비디아
hnB5m7c1zrs	Tesla's Low-Cost Model Launch: Will It Begin a Rebound? | Center Director Kang Jeong-su [Part 3]	테슬라
H97HBiPY1uY	로봇 춤이 세상을 흔든다? 테슬라의 충격적인 기술ㅣ강정수 센터장 [2부]	테슬라
56Ordox1IyM	6월 테슬라 로보택시, 진짜 시작합니다ㅣ강정수 센터장 [1부]	테슬라
SvdxoYbbmM4	금은 비트코인에 비해 모든 것이 부족합니다 ㅣ'사토시 테라피' 저자 거스 쿤 작가 [2부]	비트코인
xMhVqMA0xF0	돈의 본질도 모르고 비트코인을 논하지 마라!ㅣ'사토시 테라피' 저자 거스 쿤 작가 [1부]	비트코인
qCmDIO3Oeko	[Morning Hyo] Markets are exhausted by Trump, and Palantir plummets 8% after-hours! What's going on?	팔란티어
K0apdvLjfwU	[월간아신 4월] TSMC 신기술 발표 삼성,SK의 미래는? [풀영상]	TSMC
o5KLs9yc-FE	[월간아신 4월] 중국시장 막히자 엔비디아가 이걸 꺼내들었다 [3부]	엔비디아
KFlTHfMND-0	[월간아신 4월] 파란 테슬라, 삼성에 반도체 통으로 맡긴다? [1부]	테슬라
4er-aOl77HI	[모터뷰] 전쟁으로 박살난 전차 1,000대, 유럽의 선택은 현대로템?	현대로템
vviQ3CnE7xk	TSMC, 가질 수 없다면 부셔버리겠어ㅣ김민석 기자 [2부]	TSMC
2ZvtYm7OwtY	[속보효] 비트코인이 반등한 5가지 이유	비트코인
mcUTGnHcO0A	K-팔란티어, 이제는 시작해야 합니다ㅣ정주용 그래비티벤처스 CIO [3부]	팔란티어
VqLuMhcUKME	한국은 AI 시장에서 실패하는 아주 정석적인 루트로 가고 있습니다ㅣLG전자 조봉수 상무 [2부]	LG전자
bvslLeta7xk	AI는 선택이 아닌 필수입니다. 사용하는자와 안하는자의 초격차는 더 벌어집니다ㅣLG전자 조봉수 상무 [1부]	LG전자
KJ_T1Upg8cc	[월간아신] 엔비디아 젠슨황 "지금부터 피터지게들 한번 싸워보세요" [2부]	엔비디아
dgiI8umi7zU	[Monthly Guru] There's a Reason Why Tesla Can't Be Highly Appreciated [March Part 2 - Ron Baron]	테슬라
rwrskji88z4	[속보효] 마이크로소프트 CEO 나델라가 한국에 왔다길래 얼굴 한번 보러 갔습니다	MS
46-4OlLNa6U	넷플릭스 납품하고 저작권 사골을 끝까지 우려먹는 일본, 만들고 끝 권리는 없는 한국ㅣ최준 한국은행 박사 [2부]	넷플릭스
37hICWrNcyE	[모라구효] 삼성전자 6만선 회복! 근데 그 이유가 누구 때문이라고??	삼성전자
2sZ73AM6xzI	[그냥효] 벼랑끝에 제대로 몰려버린 테슬라! 200달러와 800달러의 갈림길	테슬라
Z0wtGj_h6wM	[먼슬리구루] 미국 주식 폭락과 버핏이 작년 3월 부터 준비한 큰그림에 대하여 [먼슬리구루 워런버핏 모음]	버핏
5GVKrnNupHw	[Monthly Asin] NVIDIA's New Semiconductor Market Order [Full Video]	엔비디아
sXKFaGZpJRM	[속보효] 또 다시 레전드급 실적 나온 엔비디아! 전고점 돌파는 언제쯤 가능할까?	엔비디아
NJvDShhzy2M	내일 새벽 나올 엔비디아 실적발표전 투자자라면 반드시 봐야하는 영상입니다 [스파클링 투자클럽 3부]	엔비디아
0kty5LC_K_Y	[속보효] 9만불 깨져버린 비트코인...그런데 오히려 지금이 매수 기회라고?	비트코인
Kz_vyOJpx3I	[월간아신] 딥시크에 크게 한방 맞고 충격에 빠진 엔비디아! 이번 실적에서 중요하게 봐야하는 것은 '이것' [2부]	엔비디아
c_XQ-Ml1BwM	[월간아신] 또 한번 제대로 큰판 벌리는 엔비디아! 코앞으로 다가온 실적발표! 엔비디아는 반도체의 역사를 새로 쓸 수 있을까요? [1부]	엔비디아
sKH0bDxeqB8	[속보효] 다시 터지는 제2의 코로나 사태? 그리고 이더리움 해킹사건까지!	이더리움
gxOAl9_2UTo	[먼슬리구루] 존버KING 베일리 기포드가 엔비디아 테슬라 팔고 지켜보고 있는 '이 기업' [3부 - 베일리 기포드]	엔비디아,테슬라
fgobX4UsOMU	[먼슬리구루] 트럼프의 관세 폭탄 정책 덕분에 뒷골이 땡기는 워런 버핏의 묵직한 조언 [1부 - 워런 버핏]	버핏
-Yw4tqnj-fU	[Breaking News] Palantir's stock price plummets! Decision-making is crucial in these situations!	팔란티어
UyiH0tckFGs	비트코인 2배 오를 때 이 주식은 3배가 오릅니다. 비트코인 변동성에 무조건적인 충성을 하는 '이 주식' [스파클링 투자클럽 1부]	비트코인
_w0Ku8yydWc	아직 희망이 남아 있을지도 모릅니다! 삼성전자를 기다리는 봄날ㅣ최도연 SK증권 센터장 [2부]	삼성전자
m_kOVUgkEzo	[리뷰효] 팔란티어에 이번 실적과 전망에 대해서 제대로 정리해 드립니다.	팔란티어
g5qYBqq8PWU	[Just Hyo] I think this stock will be ranked #1 in market cap #Amazon	아마존
_Hb6_gGgiPY	[Breaking News] Palantir's stock price soared overnight after its earnings announcement! The reas...	팔란티어
jTRQmPQ2cKM	[월간아신] 봄이 오지 않을 것 같은 삼성전자의 현재 상황에 대하여 [1월호 3부]	삼성전자
PmX8o2bMtt0	[속보효] 중국발 딥시크? 뭐 어쩔까? 미국 증시 캐리하는 테슬라와 메타	메타,테슬라
U6pullS2A0E	[테슬라 전문가 몰아보기] 2025년에도 테슬라는 투자하는 히치하이커를 위한 인터뷰	테슬라
bEysSHvJc5A	[연수르의 미국주식 10부] 테슬라와 엔비디아, 결국 제대로 한판 붙을 것 같아요. 모두 주목하세요!	엔비디아,테슬라
gEQJsD8PFBE	[모라구효] AI로봇 시대, 엔비디아가 현대차에게 손을 내민 이유	엔비디아,현대차
mSEp9FIlbZY	[모라구효] 연초부터 대폭락 기록중이지만 테슬라를 믿어봐도 좋은 이유 '3가지'	테슬라
DSF-MepN_uQ	테슬라의 AI 전략에는 왜 모든 시선이 집중되는가?⎮정지훈 Asia2G 캐피털 제네럴 파트너 [3부]	테슬라
Kr-3lRKV1kE	테슬라 투자하려는 분들은 '이것' 반드시 기억하셔야 합니다. | 백수전 한국경제신문 기자 [풀영상]	테슬라
_bkEyfWHEEg	[월간아신 12월] 날아오르는 SK 하이닉스 2025년 반도체 시장의 중심이 되다? [1부]	SK하이닉스
Qme8xdpHBr4	Tesla's market cap will reach $300 trillion? Why Elon Musk is so confident | Baek Su-jeon, Korea ...	테슬라
-OvF40M5cwc	테슬라 자율주행 최신근황, 냉정하게 팩트만 분석해보겠습니다 | 백수전 한국경제신문 기자 [1부]	테슬라
m0k_JoPot_U	Google's quantum computing technology? It's not that great, in my opinion. IonQ stock? It's about...	구글
CwofVzgt3RU	몸이 건강해지고, 좋아지고 있다는 '착각' 팔란티어적 관점으로 보는 건강에 대해서 | 빅데이터닥터	팔란티어
__lgjp0cMB8	[그냥효] 구글 양자 컴퓨터 칩 윌로우 등장..? 근데 이게 비트코인을 해킹할거라구요? 제가 한마디만 하겠습니다	구글,비트코인
MgLnsYFH-Ro	[Breaking News] Google Unveils Quantum Computer Chip! Is Bitcoin Doomed?	구글
mPWmZzc9dCc	[속보효] 비트코인 10만달러 돌파! 지금이라도..? 아직 늦지 않은걸까...??	비트코인
iGyBC1YJoxE	[그냥효] 대한민국 경제 대들보가 무너진다? AI경쟁 뒤쳐지고 중국에겐 공격받고 더 이상 물러날 곳이 안보이는 삼성전자의 미래	삼성전자
6XHnKgvsE9I	[안단효] 엔비디아와 테슬라가 꿈꾸고 있는 2025년 [풀영상]	엔비디아,테슬라
6x9nVucW9Rc	[월간아신 11월] 중국 모바일 회사를 보는 삼성전자, 그리고 미국 빅테크를 보는 SK 하이닉스 [3부]	SK하이닉스,삼성전자
RwfDy4e2mUg	[월간아신 11월] 이재용 회장의 '반도체 특명' 과연 위기의 삼성전자를 살릴 수 있을까? [1부]	삼성전자
VlIGReNACV8	[연수르의 미국주식 2부] 다루는 데이터의 '퀄리티'가 다르다! 구글 아마존 위협하기 시작한 '페이팔'	구글,아마존
q91lvHJ-eBk	[연수르의 미국주식 1부] 경쟁 OTT 다 때려잡고 광고 시장 진출 선언한 넷플릭스! 그 이유를 알려드립니다.	넷플릭스
NlU1jkgXRw8	[모라구효] Q. 비트코인..아직도 뜨거운데요? A. 변화에 눈을 뜨고 적응해야 합니다	비트코인
TOyHm-8bGaw	[속보효] 400조가 걸린 큰 판이 밤사이에 벌어졌네요. 엔비디아 실적 결과 여기서 확인하세요	엔비디아
nqN5R1vGwm0	[그냥효] 비트코인 3억(정확히는 20만불) 간다는 리서치가 있네요...기분이 좋긴한데...일단 한번 계산 해보겠습니다	비트코인
UW_sAhzHLrg	[먼슬리구루] 하락장이 벌써 시작됐다는 버핏 vs 이제부터 불장 시작이라는 캐시우드 [1부-캐시우드]	버핏
TyyXkMdeQJE	9만달러 돌파한 비트코인! 경기침체가 와도 안전한 자산일까? | 윤수목 대표 [풀영상]	비트코인
LOXH9Exqazw	'크립토 프레지던트' 등장! 트럼프 당선이 비트코인 시장에 가져올 '의미' | 윤수목 대표 [1부]	비트코인
_Z9HwCi0dFM	[그냥효 테슬라 몰아보기] 간밤에 '진짜 폭등'한 테슬라, 주가 500달러 열차는 이미 출발한 것일까?	테슬라
SI9E-FUkg40	[속보효] 비트코인 1억 돌파, 절대 놓쳐선 안될 3가지	비트코인
A1VsLqe6dZI	[월간아신] 코스피 대장 삼성전자, 겹겹이 악재 쏟아진다 | IT의 신 이형수 대표 [1부]	삼성전자
HhBxaMCxG2E	팔란티어, 앞으로가 더 무서운 이유 총정리해드립니다⎮빅데이터닥터 [팔란티어 풀영상]	팔란티어
edKTsGnuzAc	[속보효] 모두 집중해주세요. 지금부터 테슬라의 시간입니다	테슬라
7AN3R3VmP3I	[속보효] 테슬라 실적발표 이후, +12% 급등한 세가지 이유	테슬라
Tlfk0Sh0kwY	삼성전자 당연히 응원해야죠 근데 지금은 마음으로만 하세요⎮오종태 이사 [1부]	삼성전자
vDR-K2uno6Q	52주 신저가 경신한 삼성전자! 지금이라도 '주도주'를 보셔야 합니다⎮김탁 밸류시스템자산운용 상무 [풀영상]	삼성전자
TEqEiU2KJdk	Why the US Government, CIA, and FBI Chose This Company⎮Big Data Doctor [Palantir, Part 2]	팔란티어
I9EDpPdvb2M	현대 전쟁을 지배하는 팔란티어! 빅데이터, 도대체 그게 뭔데?⎮빅데이터닥터 [팔란티어 1부]	팔란티어
tcVDY9EtRp0	삼성바이오로직스 분석의 '거의' 모든것⎮장민환 iM증권 연구원 [풀영상]	삼성바이오
MpimAB3RdFk	[속보효] 테슬라 로보택시 행사가 '축제'였던 이유!	테슬라
deqYsAxuAXU	삼성바이오로직스의 미래 먹거리는 '이 것' | iM증권 장민환 연구원	삼성바이오
8lDRfs7dRgI	월드클래스가 된 삼성바이오로직스, 더 갈 수 있는 이유는 '이 것' | iM증권 장민환 연구원	삼성바이오
oWanL5zRR8M	테슬라 로보택시 행사 D-1, 우리가 집중해야할 '이것' | 강정수 박사	테슬라
_8YyEQEA03I	경쟁사는 진땀뺄 때, 테슬라는 마우스 딸깍으로 문제 해결? | 강정수 박사 [2부]	테슬라
TyA2xUUfwcA	Tesla's Secret Weapon: Aiming for Dominance in the Electric Vehicle Market | Dr. Kang Jeong-su [P...	테슬라
ijhzsWA5Afo	게임체인저 비트코인의 진짜 중요한 '3가지' | 이장우 루트컴퍼니 대표 [풀영상]	비트코인
8dB5cd7P1KQ	Electric vehicles aren't the only thing that matters? This is what will lead Tesla's future. ⎮ Ki...	테슬라
XIgUmHhs63U	[Just Hyo] Tesla's robotaxi event is just around the corner! Here's a must-see video before it ha...	테슬라
VV7W-FXOsL8	미국 정부 인텔에 11조 지원 논의중..??!!⎮정지훈 ASIA 2G 캐피털 제네럴 파트너 [풀영상]	인텔
2qSfhqqu1BQ	[그냥효] 경기침체, 미국대선이랑 상관 없이 갈 것 같은 종목. 근데 이제 네이버 프리미엄 콘텐츠 광고를 곁들인	네이버
ARb36aSBdkg	[월간아신] 하락세인 삼성·하이닉스 다음 실적도 쇼크일거 같습니다..⎮IT의 신 이형수 대표	SK하이닉스
tWMfRoWSjcw	[월간아신] 앙숙인 대만 TSMC 활약에 웃음짓는 시진핑⎮IT의 신 이형수 대표	TSMC
iYqJjHaJr40	엔비디아의 진짜 무서운점은 기술이 아닌 '이것' 입니다⎮정지훈 ASIA 2G 캐피털 제네럴 파트너	엔비디아
XW93EtZ_3t0	엔비디아가 아니라구? AI 시대 최강자의 자리를 노리는 '이곳'⎮정지훈 ASIA 2G 캐피털 제네럴 파트너	엔비디아
AW77ScCzW1A	[모라구효] 빅테크들은 죄다 올랐는데 삼성전자 하이닉스는 손잡고 떨어진 이유	SK하이닉스,삼성전자
oubGRSUJdFU	걷고 퀴즈풀면 비트코인이랑 금을 주는 어플이 있다!⎮김현지 업라이즈 비트버니 부문 PM	비트코인
bb5XQwDiG0c	[안단효] 다시 위기맞은 엔비디아! 왕좌를 지킬 수 있을까?	엔비디아
8td2jFsmF9g	[그냥효] 말 그대로 시총이 증발해버린 엔비디아! 이유가 뭘까?	엔비디아
v86xAX5Qml0	[모라구효] 잠깐 반등? 여전히 위기? 엔비디아와 AI 산업의 미래	엔비디아
