fb_RwalMSc8	You're trapped without even knowing it: Google's massive counterattack | Show Me the Yeonsur	구글
utfN2Mwku_Q	[월간아신] 호실적에도 급락한 엔비디아! 반도체 투자 전략 '이렇게' 잡아보세요⎮IT의 신 이형수 대표 [풀영상]	엔비디아
SSnymnY_rro	[속보효] 엔비디아! 이런 성장에도 주가가 빠지는 이유	엔비디아
qAQBT1VJyOE	[속보효] AI의 상징 슈퍼마이크로 컴퓨터 주가가 폭락하는 이유	슈퍼마이크로
7-gwjSP8zrw	[월간아신] 무서워진 삼성전자! 무엇이 달라진걸까?⎮IT의 신 이형수 대표	삼성전자
xBdmjf0kRXI	[월간아신] 삼성은 AI 온디바이스 시장에서 애플을 어떻게 상대할까?⎮IT의 신 이형수 대표	애플
d3fnpwSbMMA	AI시대와 네이버의 몰락, 이제는 하다하다 국뽕에 기대고 있어요 | 강정수 박사	네이버
aVn7dugXwDw	버핏이 애플 팔아서 시장이 위기다? 아니에요 '이것' 팔아야 진짜 위기죠 | 이선엽 신한투자증권 이사	버핏,애플
v2kQIaa9dxs	국민연금 비트코인 투자했네요. 근데 '이곳'은 진작 투자했습니다 | 수목튜브 윤수목 대표	비트코인
VLUYF8PrND0	미국 대선 후보들이 비트코인을 대하는 자세 | 원더프레임 김동환 대표 [풀영상]	비트코인
xOP68VaH5gw	[먼슬리구루] 버핏도 맨발로 뛰어오게 만드는 메모왕의 메모장 훔쳐보기 | 에릭	버핏
ewiTkouk3FA	엔비디아 실적은 나스닥을 부활시킬 수 있을까? | 설명왕 테이버	엔비디아
4wvzA40ZllA	하반기 비트코인 상승장 제대로 짚어드립니다 | 원더프레임 김동환 대표	비트코인
0FSeR-Jm_0Y	최근 상승하는 비트코인! 이유는 '이것' | 원더프레임 김동환 대표	비트코인
SQJsJ0PWopY	[속보효] 미국을 비트코인 성지로! 비트코인 시총 금 넘어선다!	비트코인
x9jT2AWKahI	[속보효] 시간외 급락한 테슬라, 간밤에 무슨 일이?	테슬라
tNcjIW1gAnc	테슬라 1,000% 상승 충분히 가능합니다. 하지만 차만 팔아서는 절대 안됩니다⎮강정수 박사 [풀영상]	테슬라
M5CEslTgz6A	[안단효] 이대로 가다간 중국에 잡힙니다. 규제에 막혀버린 테슬라 자율주행	테슬라
NPOltwg1nfE	[안단효] 버핏도 투자 했다 발뺀 기업! 가장 잘하지만 가장 위험하다!	버핏
Qk0oRVCGMUU	향후 테슬라의 주가... 저는 이렇게 봅니다⎮강정수 박사	테슬라
dNyPb2VLTDE	테슬라의 미래가 밝을 수 밖에 없는 '이유'⎮강정수 박사	테슬라
mEzSXObD648	Tesla, which has completed its autonomous driving industry restructuring, is launching a robotaxi...	테슬라
veG4WDWmZ0o	테슬라 주가 고공행진 하는 이유? 월가에서 인정하기 시작했습니다⎮강정수 박사	테슬라
RVXscNIfxRs	[그냥효] 모건스탠리 "테슬라 500달러 간다" 흠... 제가 한번 계산해볼게요	테슬라
jH0BChxGGgs	[Monthly Asin] Samsung IT CEO Lee Hyeong-su, who lost both Apple and Google	구글,애플
aiSvvQRHkEo	[월간아신] TSMC 낙수 노리던 삼성전자, 믿는 도끼에 발등 제대로 찍혔습니다⎮IT의 신 이형수 대표	TSMC,삼성전자
4wHpURdosQI	[속보효] 초비상! 비트코인 8,000만원 붕괴!! 이게 무슨 일이야!	비트코인
mbKw4sKFQiI	꼼수부리다 철퇴 맞은 중국! 빈자리를 차지할 기업은?⎮현대차증권 강동진 연구위원	현대차
uOMnuKlmQJM	[속보효] 저는 이렇게 말할게요 "비트코인판 오버행의 시작"	비트코인
QetHAhLuXbk	'이것' 때문에 원전 16개가 필요하다고요?⎮현대차증권 강동진 연구위원	현대차
YAk16_Niwz4	삼성바이오, 셀트리온 뒤를 이을 차세대 바이오 대장주는 '여기'⎮신한투자증권 엄민용 연구위원 [알테오젠 3부]	삼성바이오,셀트리온
8391zw_I2vY	[그냥효] 삼성전자는 코스피 대장의 자존심을 지킬 수 있을까?	삼성전자
uYT_xm-HyvM	비트코인 대표 금지국 중국! 홍콩에서 ETF는 허용된 이유⎮중국증권행정연구원 안유화 교수	비트코인
GY1nSIxu9RQ	[Breaking News] Musk Receives 77 Trillion Won in Compensation and Tesla's Stock Soars	테슬라
jmHm9fmK0dU	[그냥효] 간밤에 초 급등 한 애플! 제가 이때 애플을 산 이유	애플
P4DHesNuGB8	[안단효] 1위 이어 2위 자리 까지 내어준 애플, 다음주에 보여줄 비장의 카드는 무엇일까? [풀영상]	애플
0mAjapC4Mmc	애플 제치고 시총 2위 등극한 엔비디아! 다음 스텝은 '이것'⎮ASIA2G 캐피탈 제네럴 파트너 정지훈	애플,엔비디아
A130a1L81ek	[속보효] 엔비디아 시가총액 3조달러! 시총순위 2위 등극! 없는 사람은 어쩌나?	엔비디아
cTNgsM6CsV8	[월간아신] 벼랑끝에 내몰린 삼성전자! 비장의 무기가 남아있을까?⎮IT의 신 이형수 대표	삼성전자
9HOIyo5KI84	[먼슬리구루] 애플 주식 대량 매도한 버핏! 버핏은 무슨 생각일까? | 에릭	버핏,애플
n8yUY2PdUok	[안단효] 결전의 날을 준비하는 애플	애플
1AvSJfkXBgU	[안단효] 삼성전자 반도체는 정말 희망이 없는걸까?	삼성전자
0f6a8oiYp4E	[안단효] 압도적 퍼포먼스의 엔비디아! 준비중인 다음 스텝은 '이것'	엔비디아
q80UWf_augg	[월간아신] 삼성전자 이번엔 다르다? 한번더 믿어봐야 할까?⎮IT의 신 이형수 대표	삼성전자
dBxBsY_h5zY	[월간아신] 엔비디아에게서 벗어나려는 빅테크들의 발버둥?⎮IT의 신 이형수 대표	엔비디아
f_y7E4COXwY	이더리움 ETF 승인! 비트코인은 웃고있을까 울고있을까?⎮김동환 원더프레임 대표	비트코인,이더리움
lfMO6YrTQ_Q	이더리움 ETF 승인이 가져올 파장 #박지원	이더리움
mBooqiK_tEI	[그냥효] 주식 공부를 했다면 이틀 전에 엔비디아를 살 수 있었을까?	엔비디아
_w0ip5ba7o4	[속보효] 상식 밖의 영업이익률 보여준 엔비디아! 진짜 땅파서 장사하는걸까?	엔비디아
QnjTRbbEi68	라인을 꿀꺽하려는 일본과 네이버의 치열한 공방⎮법무법인 디엘지 안희철 변호사	네이버
OOF0UMEDFTQ	엔비디아 실적 발표전 AI 빅테크 총정리 영상보고 가세요 | 삼성액티브자산운용 양희창 매니저 [풀영상]	엔비디아
gBGGclzvhN4	이번 주주총회를 통해 버핏이 우리에게 내려준 가르침 | 라쿤자산운용 홍진채 대표 [풀영상]	버핏
4z-nS5XZmgE	[속보효] 구글이 차린 밥상을 엎어버린 샘 알트만	구글
PvME18WYoaA	[먼슬리구루] 지금 테슬라 사라는 사람 vs 경기 침체 온다는 사람 | 에릭 [풀영상]	테슬라
AKwPU_oMGK4	가치투자의 제왕 버핏이 생각하는 애플과 테슬라의 투자 가치 | 라쿤자산운용 홍진채 대표	버핏,애플,테슬라
Lv2iPvsOkyI	찰리 없이 혼자하는 주총에서 버핏이 밝힌 비밀 | 라쿤자산운용 홍진채 대표	버핏
CVFjEXPwLo0	[그냥효] 애플이 위기라고 하더라구요? 근데 저는 일단 샀어요	애플
jmZhoDYIfug	[속보효] AI 끝물이라면서 엔비디아로 큰돈 버는 사람	엔비디아
Srd95urKK-g	[안단효] AI 후발주자 애플이 제일 무서운 이유는 '이것' [풀영상]	애플
v-NccXrDzHM	비트코인으로 돈 버는 기본 원칙은 '이것' | 수목튜브 윤수목 대표	비트코인
MPdG4wlsQZQ	비트코인 폭망 시나리오 한번 써볼게요| 수목튜브 윤수목 대표	비트코인
xGCanQLEC3s	비트코인 반감기인데 왜 떨어져요? 알려드릴게요 | 수목튜브 윤수목 대표	비트코인
9wgHBh7l3B0	슈퍼차저팀 전원 해고한 테슬라! 2차 전지 시장에 활력이 돈다?! #박지원	테슬라
YEypF4tCrxk	[먼슬리구루] 아직도 테슬라를 안샀어? 지금이 바닥이라니까 ㅋㅋ| 에릭	테슬라
IZmL2dfvD1Q	[속보효] 비트코인 급락, 3가지 이유와 대응방안	비트코인
WYKbNPs6Q7E	[안단효] 애플을 사고 싶어졌습니다. AI 반격 시작한 애플 #김단테 #안될공학	애플
GBNXbRdaH0E	[속보효] 돌아온 일론머스크! 중국 FSD승인?! 테슬라 급등?!	테슬라
i8bie7eOlcA	[속보효] 테슬라 급등! 간밤에 무슨일이 있던걸까? 이유 알려드릴게요	테슬라
31oLAGa1kwU	[월간아신] 제2의 엔비디아가 될 기업은 '이곳' 일 수도 있습니다	엔비디아
CPeYSJ478lg	[월간아신] 급락해버린 엔비디아 '이때' 반등 한번 옵니다! 꼭 기억하세요!	엔비디아
gr2Y7oNFqLM	비트코인 반감기가 왔습니다. 근데 이건 시작에 불과합니다 | 미래에셋증권 이용재 선임매니저	비트코인
3MEue4qqc6w	비트코인 ETF 약발은 떨어진건가요? 아뇨 이제 시작입니다 | 미래에셋증권 이용재 선임매니저	비트코인
HEwdT_U4h5k	이더리움 ETF 승인 노리는 블랙록! 승인 가능할까?  | 미래에셋증권 이용재 선임매니저	이더리움
qlzanFwNknc	[속보효] 또 난리난 중동! 비트코인은 과연 안전자산이 될 수 있을까?	비트코인
CYG3o30y0I4	[그냥효] 비트코인은 가치가 없다구요? 제 생각은 조금 다릅니다	비트코인
SFeqfiTddtw	[먼슬리구루] 대가들이 전하는 올해 투자에 대한 묵직한 조언⎮엔비디아, AI, 버블, 비트코인 [풀영상]	비트코인,엔비디아
xjxO5QzbXGg	[속보효] 박살난 비트코인과 코스닥! 큰일 난 걸까?	비트코인
jmcU1s_k0Y4	[먼슬리구루] "비트코인은 강남 아파트 1채값까지 올라갈 것"⎮에릭	비트코인
_nXQnfNoV-A	[먼슬리구루] 레이달리오 "엔비디아는 이미 버블 터졌다" 헤지펀드 전설의 무서운 조언⎮에릭	엔비디아
nBhplKKliNY	국내 반도체 시장의 열쇠를 쥐고 있는 엔비디아의 선택은?⎮팔라티노 프라이빗에쿼티 송종호 대표 [풀영상]	엔비디아
Vk-S3rb7gYY	[안단효][공대삼돌이]하드웨어 시장 접수한 엔비디아! 이제 소프트웨어 시장까지?⎮이효석X김단테X안될공학	엔비디아
hJot9J99-AQ	[안단효][공대삼돌이]시총 1위에 도전하는 엔비디아! 숨겨놓은 비장의 무기는?⎮이효석X김단테X안될공학	엔비디아
l7dtcLWzkD0	[속보효] 젠슨황 "삼성전자에 기대중", 젠승황의 부름을 받은 삼성전자 급등! | (feat. 안될공학 에러)	삼성전자
qb6uV2uCsjs	[속보효] 비트코인, 코스피 급락에 혼란스러운 투자자분들께 골드만삭스가 전해주는 묵직한 소식	비트코인
9THSHpl-7d0	[속보효] 롤러코스터 같은 비트코인! 이럴 때일수록 진정하세요	비트코인
_B93ErSFZIg	[월간아신] 삼성전자 초비상! 이번엔 진짜 위기입니다	삼성전자
zyfUHT15ouM	[월간아신] 위기의 애플, 이번엔 진짜 위험합니다	애플
FHw8btioJwo	[월간아신] AI대장 엔비디아의 오른팔은 누가 될까?	엔비디아
RoLi4e-9bxg	위기의 삼성전자, 올해엔 반드시 갑니다⎮체슬리투자자문 박세익 전무	삼성전자
7L7IuyLTJOA	[속보효] 비트코인이 상승하는 진짜 이유를 알려드릴게요!	비트코인
Y5MXLBtPs64	중국 전기차의 반란? 일론 머스크는 어떻게 볼까⎮테슬라 삼촌 박형근 연구원 [풀영상]	테슬라
9VCVeQb3VQk	220조를 쌓아 놨지만, 이 주식은 사고 있어요! 워런 버핏 형님의 묵직한 조언⎮먼슬리구루	버핏
ufYcznqbflg	[속보효] 비트코인 전고점 돌파!! 사? 팔아? 어쩔까?	비트코인
s44tJTPdPnI	[속보효] 전기차 포기한 애플! 테슬라에겐 호재? 악재?	애플,테슬라
phR0QBJNTG4	애플도 접은 전기차, 테슬라의 미래는?⎮테슬라 삼촌 박형근 연구원	애플,테슬라
zdruTFtpjqo	생태계를 파괴하는 중국 전기차의 습격⎮테슬라 삼촌 박형근 연구원	테슬라
2tdy1s9xvXM	손해보고 파는 전기차가 있다? 후발주자의 설움⎮테슬라 삼촌 박형근 연구원	테슬라
jTBZbAJN3hY	역대급 실적의 엔비디아! 바이오에 손을 댄다고??⎮원리버 강하나 연구원	엔비디아
r32XCyachZU	[월간공학] 엔비디아 $1,000 가는법은 데이터센터?	엔비디아
1RUUAyGwCHU	"컴공, 프로그래머 필요없는 세상 온다" 엔비디아 CEO 젠슨황의 작심발언 #박지원	엔비디아
-LwpsWILhr8	손대면 오르는 엔비디아! 다음 타겟은 바이오?⎮원리버 강하나 연구원	엔비디아
gAqrn5wFTPo	[속보효] 9,000조 투자 결정한 샘 알트만! 엔비디아, 삼성, TSMC 사고도 남는 돈?	TSMC,엔비디아
-ODC8HU1GOE	애플이 AI 시장 뒤집기 위해 하는 '이것'⎮내일은 투자왕 김단테	애플
YEfHqcT1D-Q	[월간아신] 위기의 삼성전자와 현대차를 살릴 반도체의 지존이 옵니다⎮IT의 신 이형수 대표	삼성전자,현대차
Tvo6rXO8Zx4	[리뷰효] AI칩 자체 설계하려는 빅테크 vs 이미 예상한 엔비디아	엔비디아
QwK0nP0H7FE	[Breaking News] Tesla's Falling, Musk's Real Concerns Are Different (feat. Chinese Electric Vehic...	테슬라
GDYL2fIgJQE	Are you struggling with Tesla? Here's another solution: Kim Do-hyung, Head of Samsung Asset Manag...	테슬라
oHBJg-dBb6Q	[월간공학] GPT 스토어 오픈과 뒤쳐진 애플의 반격	애플
h6orjQVleVM	[2024 조선일보 재테크 박람회 강의 영상] AI에 계속 투자하고, 비트코인으로 헤지하자!	비트코인
OWyjBf4F_vM	[월간공학] MS에 시총 1위 털린 애플, 이대로 AI 시장은 포기하는걸까	애플
oZDbaRK9tN8	[속보효] 오늘은 역사적인 날입니다 | 비트코인ETF 통과!, GPT store 출시!	비트코인
M4b1n0mXslM	비트코인 ETF만큼 중요하다? 중앙은행이 찍어내는 디지털 화폐 CBDC 설명해드립니다 | 미래에셋증권 이용재 선임매니저	비트코인
BeUhI4uEovQ	비트코인 ETF 승인되면 엄청난 일들이 벌어집니다! | 미래에셋증권 이용재 선임매니저	비트코인
bRsPNBLTLVg	비트코인 가격? 결국엔 이렇게 될수밖에 없습니다 | 오태민 작가	비트코인
kC5XDjQXzcs	비트코인에 대해서 이렇게 접근하는 건 처음입니다 | 오태민 작가	비트코인
K-oJsH7jLmk	[월간아신] 애플과 엔비디아의 소름끼치는 평행이론⎮IT의 신 이형수 대표	애플,엔비디아
AJ38BRgILCQ	[월간공학] 애플이 위험하다?! 마이크로소프트가 준비한 마지막 한방!	MS,애플
h1y4ZY3sqNE	AI 대장주는 이제 엔비디아가 아닙니다⎮삼성액티브자산운용 양희창 매니저, 바바리안 리서치 정희석 이사	엔비디아
vg4om48-n4o	AI 반도체 시장, 엔비디아를 위협할 기업은 '이곳'입니다!⎮유진투자증권 이승우 센터장	엔비디아
yrJsWEcNPyE	[월간아신] 10월 풀버전! 이달의 반도체 시장 총정리! 삼성전자가 맞이한 기회!⎮IT의 신 이형수 대표	삼성전자
o_ZcatS-vmc	삼성전자에게 찾아온 역대급 기회⎮IT의 신 이형수 대표	삼성전자
rwzv6PcK8IE	[월간아신] 엔비디아가 주춤한 이유는 '이것' 때문!⎮IT의 신 이형수 대표	엔비디아
KM4P1GwBJpg	[월간아신] 삼성전자, TSMC의 빈틈을 노리다!⎮IT의 신 이형수 대표	삼성전자
w-w9TMr8Nuc	[Breaking News] China's iPhone ban sends Nasdaq plummeting. #Apple #Huawei #Employment	애플
P5S5fifsbLQ	[월간아신] 엔비디아 고공행진 속 숨겨진 의미⎮IT의 신 이형수 대표	엔비디아
ay2G1B5Afl0	[월간아신] 삼성전자 vs SK하이닉스 반도체 전쟁⎮IT의 신 이형수 대표	SK하이닉스,삼성전자
X2jMsogdRRs	심상치 않은 테슬라, 일론 머스크의 숨은 의도?	테슬라
P7ek85q3QlU	테슬라 2분기 실적의 숨겨진 진짜 호재는 이겁니다⎮자동차 미생	테슬라
i9DZ2UgGzQ4	테슬람 대장이 전하는 묵직한 조언 | 론 바론 #테슬라	테슬라
K5l4I0wqF1c	애플은 버블이 없습니다. 450만 원이 비쌀까? 비전프로 전격해부!⎮미국주식사관학교	애플
Dy6z5NROlWw	[속보효] 코인시장 급락, 머선129? | #SEC #비트코인 #증권성	비트코인
Al1qMskE5wM	버핏형님 주주총회 다녀온 썰 & 최근 시장에 관한 생각⎮홍진채 라쿤자산운용 대표 1부	버핏
w5tWMZKN530	[월간아신] 삼성전자 파운드리 수혜기업 리스트⎮IT의 신 이형수 대표	삼성전자
LrELU1CWWFY	[월간아신] '호재가 쏟아져요' 삼성전자 파운드리 소식 총정리⎮IT의 신 이형수 대표 1부	삼성전자
i5p-cZ80eoo	워런 버핏이 인정한 찐고수 투자 천재 리루의 투자조언⎮위클리 구루	버핏
kgeZ9MT7GfI	[풀버전] 달러패권의 종말, 비트코인은 미국의 지정학적 무기가 됩니다 l 오태민 작가 '비트코인, 그리고 달러의 지정학'	비트코인
0nfDYLy_6a4	목표는 금융망 붕괴입니다. 최강대국 미국이 흔들리는 진짜 이유 l 오태민 작가 '비트코인, 그리고 달러의 지정학' 2부	비트코인
dz-LEgSPmgQ	스탠다드 차타드 "비트코인 10만 달러 간다", 장밋빛 미래의 합리적인 근거ㅣ크립토 핫이슈	비트코인
Q171YmpqEA4	시장이 이더리움의 장기 상승을 예상하는 이유ㅣ크립토 핫이슈	이더리움
i-MUbf26oW0	어둠의 워런 버핏이 전하는 지금 공매도하기 좋은 이유	버핏
fVJGO723vzo	달러는 비트코인을 싫어하는데, 미국기관들은 왜?⎮크립토 핫이슈	비트코인
_NzBICvN3Wc	악재 속 급반등한 비트코인, 그러나 여전히 존재하는 위험과 연쇄위기의 가능성⎮크립토 핫이슈	비트코인
nDKU5An2PNA	[속보효] ﻿은행위기 아직 안 끝났다 #유가 #금 #비트코인	비트코인
2hwIvuYeuw0	[속보효] 아직은 잡히지 않은 물가, 눈에 띄는 한 가지 #비트코인	비트코인
qBjN-Mh2-pc	[월간아신] 반도체 시장에 특이점이 옵니다. GPT4와 엔비디아가 미칠 영향ㅣIT의 신 이형수	엔비디아
oev7mEbZtJI	Honest Thoughts on ChatGPT and Google's Doomsday Theory | Tomorrow's Investment King Kim Dante	구글
UlJbTUuuaLc	The AI ​​war is a complete defeat for Google.	구글
e_A_l5UJLI8	Tesla's Stock Surge: Betting on Potential Again	테슬라
Jby3xgzOGmQ	애매한 테슬라 실적 이렇게 이해하면 됩니다	테슬라
Z7uDMMHT32I	비트코인 상승 이유와 전망을 전해드립니다. [크립토 핫이슈]	비트코인
_dw9m7msBxw	애플·테슬라 쇼크... 고통스러운 첫출발입니다	애플,테슬라
78jpzwd7Rzo	내년 미국 경제에 대한 10가지 질문(feat. BofA) #테슬라 #경기침체 #천연가스	테슬라
6uMY7UamkRs	테슬라도 산타랠리 끼워 주나요?	테슬라
YpiAaDtU1cI	중간선거 앞두고 주가 상승, 테슬라만 빼고...	테슬라
KOruwAAyO30	애플을 제외한, 빅테크들이 추락하고 있습니다!	애플
uhOT5mN9cHo	It's time to think more deeply about Tesla | Automotive Misaeng	테슬라
QIqd6qptUAM	예상치 밑돈 실적에 시간외 급락... 테슬라는 킹달러가 밉다	테슬라
rem3cdextrA	미국 경기침체 맞나? 넷플릭스, 은행주 서프라이즈	넷플릭스
ocUfNTEy0xA	Would a roboticist want to join Tesla AI Day? (feat. Yusanam Yoo)	테슬라
A0yGQVDGLWQ	소름돋는 테슬라의 큰그림(AI데이 리뷰)ㅣ내일은투자왕 김단테	테슬라
oMn_OzGfVK4	애플 신제품 발표, 그리고 어제 있었던 시장의 변화들	애플
BSTVF2VRh2A	비트코인 투자하려면 이 지표부터 봐야합니다(ft. 크립토퀀트 주기영 대표)	비트코인
kgUiAIJZrfc	스탠포드 박사가 생각하는 테슬라의 미래	테슬라
67DT5EG1RPE	돈 빌려서 주식 사는 애플 | 펠로시 대만 방문으로 미중 충돌하나?	애플
1DCgaOqu9PM	Apple and Amazon Earnings Announcements: Big Tech's Stunning Return	아마존,애플
lbXF4O_J7fE	[종목분석] LG화학 투자가 고민이라면 이 영상 먼저 보세요	LG화학
g-Zd7WyffDo	테슬라 실적을 보고 든 생각	테슬라
Vu4XcyHEQPA	[종목분석] 역대 최고 실적 현대차, 왜 주식은 그대로지??	현대차
E2RFjJWffq4	쏠림에 대한 되돌림 #BoA #이더리움	이더리움
mlMKqaB43jY	애플도 채용을 멈춘다고? 중국부동산 위기	애플
pet2GMGINx8	입사 2주 신입도 예외 없음. 테슬라 대규모 해고 폭풍	테슬라
NwgoE2HN_x8	[긴급 시장점검] 셀시우스, 이더리움 예상보다 훨씬 심각하다	이더리움
fQ_NyHyQsbg	테슬람이 그리는 테슬라의 미래ㅣ테슬라의 모든것#2	테슬라
iPwO6al4sHY	트위터 테슬람 총출동ㅣ테슬라의 모든 것#1	테슬라
4wrx94S7kEU	AI가 만화도 그리는 세상(w.네이버 웹툰AI 김대식 총괄 2부)	네이버
OsUDdhhJPyw	'테슬라의 경쟁력' AI 박사의 생각은 이렇습니다(w.네이버 웹툰AI 김대식 총괄 1부)	네이버,테슬라
Kd8e4HiT5MI	버핏은 투자만큼 연애도 잘했을까?	버핏
9bQVrn5O8Pk	적의 심장을 찌른 테슬라, 문화가 되다ㅣ자동차 미생 3부	테슬라
_YMA4pvL1oA	테슬라가 시작한 오토워(Auto War) ㅣ자동차 미생 1부	테슬라
MxxQY5RKpj0	테슬라 주주분들은 꼭 보세요 #테슬라 #TSLA #미국주식	테슬라
TRK3LoC1Qg8	워런 버핏, 시장이 어려울 때 생각나는 사람 (w. 홍진채 대표)	버핏
ayH-lxEhW6c	테슬라에 투자해야 할 또다른 이유 - VPP 2부 #V2G #테슬라 #엔페이즈	테슬라
6ICqeZLIs-o	테슬라 주가가 상승하는 진짜 이유가 이 것 때문이라고?	테슬라
n9G66V4l3qA	Investment ideas discovered by CEO Tak amidst the macro bombing #KimTak #Apple	애플
U7hGJsQ7wro	LG화학과 국민연금에게 현실적인 제안을 드립니다!  #SaveKospi	LG화학
5PnZ0afHUwM	애플이 애플하면, 페이팔은 어쩌나?!!! #애플 #페이팔 #태양광 #치폴레	애플
ZBGrhG4TTH4	연휴기간 금융시장  총정리 #주식 #채권 #환율 #비트코인 #나스닥 #구글 #연준	구글,비트코인
MRTuNz2_YAA	오늘부터 진짜 새해, 시장이 자신감을 찾은 진짜 이유 #나스닥 #비트코인 #테슬라	비트코인,테슬라
sgpdhKE9JnQ	애플이 살렸다 #애플 #나스닥 #비트코인	비트코인,애플
0UfoysUldZM	LG에너지솔루션 때문에 화가 나신 분은 꼭 보세요 #3부 #김규식	LG에너지
6bvYbaz2XSU	나는 워렌버핏은 존경하지만 돈은 테슬라로 벌었다 #2부 #테슬라 #워렌버핏 #김규식	버핏,테슬라
6GKd4b-rJwk	지금은 아이디어보다 생존이 중요한 때입니다. #시장대응 #넷플릭스 #펠로톤	넷플릭스
m6llGSfXO7Y	그로스파인더 장현호의 투자 조언 (LG에너지솔루션이 패시브가 낳은 괴물이 될 수 있는 이유) #LG에너지솔루션 #그로스파인더	LG에너지
HhJnT8MWVK8	LG에너지솔루션 상장, 이 영상으로 고민 끝내시죠! #LG에너지솔루션 #이차전지	LG에너지
XF5WfB5jPok	애플, 테슬라 투자하려면 이건 점검하셔야죠~!	애플,테슬라
9RNjm3UIMJ8	NFT 완벽 정리 (with.이학무연구원) #NFT #웹3.0 #Cryto #이학무 #비트코인 #이더리움 #중앙화	비트코인,이더리움
h_hvx3lcvyY	[긴급] 자산가격 급락, 진짜 두려워해야 하는 것은 따로 있다? #비트코인, #나스닥, #고용, #블라드, #찰리멍거	비트코인
e_uybPTEjDk	전세계에서 가장 똑똑한 돈은 이곳으로 움직입니다 #비트코인 #이더리움 #NFT #솔라나	비트코인,솔라나,이더리움
HJrwAMawbYM	나스닥은 하락했는데, 테슬라는 800불	테슬라
LBYHMOX-6Oc	이효석의 인터뷰 - 네이버, 카카오, 구글, 애플이 흔들릴 때 봐야하는 영상, 데이터는 왜 돈이 되는가?? (with. 조봉수 실장)	구글,네이버,애플,카카오
k0b9qrF7UAo	iDEA - 여인은 돌아서지 않는다 #ECB, #네이버, #카카오, #라가르드	네이버,카카오
A3Kn_If_Sls	iDEA - 네이버,카카오 급락에 대한 생각	네이버,카카오
C87YX4hxiBA	iDEA - 비트코인 급락, 무슨일? #엘살바드로, #비트코인, #법정화폐, #업비트, #코인원,	비트코인
O5XkiYa-V0I	iDEA - 쓰레기는 무엇일까? #채권, #현금, #주식, #배터리, #카카오뱅크, #북카페 #복잡계	카카오
X2W52AIbV5I	iDEA - 이길 수 없으면, 합류하라 #나스닥, #고용, #카카오뱅크, #ADP	카카오
CyciJ7HDCIU	[Part 1] Lee Hyo-seok's Interview - Is the Next Tesla Here? All About Gene Scissors (feat. Profes...	테슬라
pHX4GX7ssUY	삼성전자 주주분들께 드리는 말씀 #삼성전자 #테슬라 #자본정책 #경제공부 #주식공부 #투자 #연준	삼성전자,테슬라
bGTbLKDbDQU	iDEA - 모두가 힘들지만, 투자해야하는 이유 #투자, #KOSPI, #AIday, #테슬라, #인간의본성, #심리, #주식	테슬라
DlXkBlgSyCA	테이퍼링 유감 #미국주식, #고용, #인플레, #연준, #의사록, #삼성전자, #하이닉스	SK하이닉스,삼성전자
RIJFkSywFyY	[투자 아카데미 #모아보기]  이루다투자일임 김단테 대표님의 강의 집대성! 투자 성공을 원하시는 모든 분들을 위한 자산배분의 모든것!! #주식 #투자 #자산배분 #비트코인	비트코인
G6MVTqhqPCs	[투자 아카데미 22강] 비트코인도 투자 자산일까?? (강사 : 김단테 대표) #자산배분 #주식 #비트코인 #변동성 #상관관계 #투자 #집중투자 #bitcoin #경제공부	비트코인
UtQg__wikGU	카카오뱅크 고평가를 이야기하기 전에 봐야할 영상 #카카오뱅크, #삼성전자,#주식, #투자, #데이터, #테슬라, #Quality, #인포맥스, #김창권 #정희석	삼성전자,카카오,테슬라
Nogy8iV7bWU	WISE - 폴트라인?! 퀄리티 중요성 커질 듯 #테슬라	테슬라
LtSmvDSE7us	이효석의 북카페 #7 - 탄소제로를 꿈꾸는 니콜라 테슬라의 후예들!? #조원경 #넥스트그린레볼루션 #탄소제로 #그린 #수소 #노아의방주 #ESG #기후위기 #탄소중립 #탄소네거티브	테슬라
IDPcp2podog	이효석의 북카페 #5 - 네이버 카카오를 좋아하는 또 하나의 이유는 물류입니다! #네이버 #카카오 #물류 #아마존 #풀필먼트 #네카쿠배	네이버,아마존,카카오
DRfZ_dkPCLM	제가 두려워하는 진짜 리스크(위험) #주식 #리스크 #위험 #기후 #비트코인 #부채 #유니콘 #좀비콘 #PSR #테슬라	비트코인,테슬라
z0EaD9smMG4	WISE - FOMC 이후 세가지 미스테리, #주식, #인플레이션, #장단기금리차, #물가, #달러, #연준, #리플레이션, #Quatliy, #지속가능성, #성장, #ESG	리플
Ig13_WNF7UI	[긴급] 시장점검, 비트코인에 무슨일이?	비트코인
5_AbVHAZEAI	Book Giveaway Event - Find the Next Tesla (with Hong Seong-cheol, Head of Headquarters)	테슬라
n3NzYwL8Ecs	이효석의 iDEA - 애플의 참전	애플
OcdFo3fJFRs	이효석의 iDEA - 테슬라의 성공이 중요한 이유	테슬라
J8dQJ7Icawc	이효석의 iDEA - COE (@테슬라)	테슬라
gF11lv5lyD0	이효석의 iDEA - 리얼옵션(@테슬라)	테슬라
PkIOYJVZZ2Q	이효석의 iDEA - 현대차 E-GMP good~!	현대차
0hSjInzIKg0	이효석의 iDEA - 마이크론 가이던스 UP	마이크론
l62zo0tYcfM	WISE - 삼성전자 바이콜	삼성전자